emp_no,first_name,last_name,from_date,title
47708,Edwin,Haldar,1995-07-12,Senior Staff
403644,Krisda,Hainaut,1995-07-08,Senior Staff
30035,Tetsushi,Conta,1995-07-04,Senior Staff
427571,Torsten,Ranta,1995-07-03,Engineer
216342,Aiichiro,Cromarty,1995-06-10,Engineer
92685,Mang,Atchley,1995-06-07,Senior Staff
18424,Filipp,Rousseau,1995-06-07,Engineer
454736,Nechama,Ermel,1995-06-05,Engineer
427332,Feiyu,Hemaspaandra,1995-06-04,Staff
476327,Reinhold,Binkley,1995-05-29,Senior Engineer
454825,Kamakshi,Schusler,1995-05-25,Engineer
17013,Morris,Garigliano,1995-05-24,Senior Staff
51036,Chriss,Fasbender,1995-05-23,Staff
88965,Mang,Hedayat,1995-05-22,Engineer
406239,Marek,Tomescu,1995-05-15,Senior Engineer
496100,Pranjal,Reinhard,1995-05-08,Staff
476122,Khun,Spieker,1995-05-07,Engineer
457337,Xumin,Beidas,1995-04-27,Technique Leader
214539,Ingmar,Kohling,1995-04-25,Engineer
277420,Rayond,Schach,1995-04-22,Engineer
12408,Rasiah,Sudkamp,1995-04-18,Senior Engineer
406564,Parviz,Picco,1995-04-16,Engineer
80850,Koldo,Luit,1995-04-16,Engineer
231671,Chandrasekaran,Pearson,1995-04-14,Staff
467392,Mariusz,Rikino,1995-04-13,Senior Engineer
478170,Doowon,Schoegge,1995-04-13,Assistant Engineer
493096,Sachem,Msuda,1995-04-07,Engineer
253029,Thodoros,Thimonier,1995-04-05,Engineer
55687,Shih,Lindqvist,1995-03-29,Senior Engineer
413832,Marco,Jahnichen,1995-03-28,Senior Staff
450888,Sedat,Rande,1995-03-25,Staff
402102,Kersti,Granlund,1995-03-19,Engineer
276189,Isaac,Klerer,1995-03-19,Senior Staff
451333,Radhika,Bonifati,1995-03-11,Senior Staff
105356,Diederik,Matzov,1995-03-08,Engineer
245396,Gift,Bottner,1995-03-04,Senior Staff
233426,Etsuo,Usery,1995-03-02,Senior Engineer
418298,Arvin,Pusterhofer,1995-03-02,Senior Engineer
415363,Conal,Shackell,1995-02-23,Senior Staff
42955,Yucel,Lortz,1995-02-21,Engineer
262928,Piyush,Gill,1995-02-20,Senior Engineer
275495,Shen,Yamaashi,1995-02-19,Staff
207551,Baziley,Falck,1995-02-18,Assistant Engineer
258470,Weiwu,Butner,1995-02-14,Staff
95509,Kristinn,Loncour,1995-02-08,Engineer
423208,Joydip,Krone,1995-02-08,Engineer
433059,Bojan,Montresor,1995-02-04,Staff
220611,Yuping,Babb,1995-01-31,Staff
425757,Yongdong,Jiang,1995-01-31,Senior Staff
446959,Aram,Passino,1995-01-28,Senior Engineer
437369,Kazuhide,Biran,1995-01-25,Senior Staff
215419,Flemming,Kroha,1995-01-23,Staff
493048,Muzhong,Berztiss,1995-01-23,Senior Staff
267227,Susuma,Tagansky,1995-01-22,Senior Engineer
409798,Dekang,Tsunoo,1995-01-19,Technique Leader
426644,Zejun,Broomell,1995-01-19,Engineer
286370,Toshimitsu,Seuren,1995-01-19,Senior Staff
34533,Erzsebet,Shigei,1995-01-16,Senior Engineer
498955,Nechama,Kandlur,1995-01-16,Senior Engineer
32844,Tadahiko,Melton,1995-01-07,Engineer
452982,Lobel,Aloia,1994-12-29,Senior Staff
248758,Snehasis,Muhlberg,1994-12-25,Staff
26671,Jiakeng,Kalorkoti,1994-12-25,Engineer
437724,Erez,Luft,1994-12-14,Staff
254821,Tonny,Couchot,1994-12-12,Staff
205699,Youjian,Yetto,1994-12-07,Senior Staff
74344,Hiroyasu,Provine,1994-11-25,Engineer
211879,Gao,Ranze,1994-11-24,Senior Engineer
69219,Shuky,Redmiles,1994-11-19,Senior Staff
222319,Matt,Chvatal,1994-11-09,Senior Engineer
271219,Odoardo,Tyugu,1994-11-07,Engineer
285905,Kellyn,Bage,1994-11-04,Senior Staff
229386,Pohua,Tasistro,1994-11-04,Technique Leader
82069,Yechezkel,Perfilyeva,1994-11-03,Engineer
452206,Arra,Esposito,1994-11-03,Staff
486918,Yagil,Remmers,1994-11-01,Senior Staff
482755,Jouni,Conia,1994-10-31,Senior Staff
442490,Navid,Luke,1994-10-17,Engineer
35087,Leif,Ashish,1994-10-14,Senior Staff
453790,Fai,Keirsey,1994-10-12,Engineer
42911,Brigham,Eterovic,1994-10-08,Engineer
252316,Gill,Niizuma,1994-10-08,Engineer
285164,Xiaocheng,Kumaresan,1994-10-03,Staff
408417,Tsz,Daescu,1994-09-28,Staff
58141,Bezalel,Karner,1994-09-27,Staff
66702,Deniz,Thibadeau,1994-09-27,Engineer
408437,Uno,Solares,1994-09-22,Staff
200267,Chuanti,Luff,1994-09-21,Senior Staff
414551,Elliott,Copas,1994-09-13,Engineer
281570,Zijian,Covnot,1994-09-13,Assistant Engineer
53499,Zdislav,Mandelberg,1994-09-11,Engineer
24394,Zhonghui,Conta,1994-09-10,Staff
233690,Cedric,Riefers,1994-09-08,Engineer
95920,Nobuyoshi,Hegner,1994-09-07,Staff
207068,Zhiguo,Ariola,1994-09-07,Senior Staff
34505,Felicidad,Kumaresan,1994-09-06,Senior Staff
288166,Masoud,Asmuth,1994-09-05,Staff
83544,Leaf,Baak,1994-09-05,Senior Staff
289807,Soenke,Lemarechal,1994-09-04,Senior Staff
457305,Sorina,Lakshmanan,1994-09-03,Staff
34788,Ennio,Babu,1994-08-31,Senior Engineer
491162,Panayotis,Hempstead,1994-08-29,Senior Engineer
22415,Perla,Jumpertz,1994-08-24,Senior Staff
439924,Gunilla,Kisuki,1994-08-14,Staff
429316,Seshu,Hiraishi,1994-08-10,Staff
44900,Mark,Schwaller,1994-08-10,Senior Staff
468360,Huei,Saoudi,1994-08-10,Technique Leader
295262,Moon,Pews,1994-08-06,Assistant Engineer
64984,Eldridge,Eldridge,1994-08-04,Engineer
201229,Alejandra,Khasidashvili,1994-07-30,Staff
286573,Nahum,Nishimukai,1994-07-29,Senior Engineer
103316,Susanne,Peternell,1994-07-27,Senior Engineer
480066,Suebskul,Menhardt,1994-07-26,Engineer
294241,Marl,Fiebach,1994-07-26,Staff
14104,Sudhanshu,Demian,1994-07-23,Senior Staff
76640,Tristan,Mitsuhashi,1994-07-13,Engineer
462795,Somnath,Cummings,1994-07-10,Staff
432034,Arfst,Uehara,1994-07-10,Senior Staff
454791,Xiaoqiu,Pietracaprina,1994-07-09,Senior Engineer
65171,Jeane,Tasistro,1994-07-06,Technique Leader
490557,Luise,Vigier,1994-07-01,Engineer
421074,Zhaofang,Falster,1994-06-29,Senior Staff
267304,Jordanka,Axelband,1994-06-27,Senior Staff
423327,Constantijn,Lichtman,1994-06-26,Senior Staff
225601,Masasuke,Genin,1994-06-25,Assistant Engineer
434936,Sahrah,Rosis,1994-06-24,Senior Engineer
440450,Tzvetan,Scharstein,1994-06-16,Senior Staff
466064,Temple,Danlos,1994-06-13,Senior Staff
220131,Reinhard,Slaats,1994-06-08,Engineer
432665,Flemming,Driscoll,1994-05-28,Engineer
101647,Mori,Homond,1994-05-10,Staff
214995,Dinkar,Hoppenstand,1994-05-04,Engineer
249239,Hideyuki,Decleir,1994-05-04,Senior Engineer
14127,Magdalena,Cannard,1994-04-22,Engineer
410616,Gudjon,Kalorkoti,1994-04-14,Engineer
435588,Genta,Pepe,1994-04-12,Senior Staff
444487,Udi,Rullman,1994-04-09,Senior Engineer
235780,Sampalli,Bergere,1994-04-08,Senior Engineer
19350,Satoru,Yoshizawa,1994-03-27,Senior Staff
230579,Shahar,Negoita,1994-03-19,Senior Staff
287482,Shigeaki,Gihr,1994-03-18,Senior Engineer
247447,Tzu,Bakhtari,1994-03-18,Engineer
426706,Karsten,Kawashima,1994-03-15,Engineer
52283,Trygve,Krupka,1994-03-11,Senior Staff
10095,Hilari,Morton,1994-03-10,Senior Staff
435791,Hercules,Speer,1994-03-07,Senior Engineer
48904,Yuichiro,Malabarba,1994-03-07,Senior Staff
54795,Sumant,Nergos,1994-03-02,Senior Staff
292504,Georgi,Bednarek,1994-03-02,Engineer
474331,Sugwoo,Eugenio,1994-03-02,Senior Staff
424584,Kagan,Dredge,1994-02-26,Senior Engineer
430631,Kersti,Marsiglia,1994-02-19,Engineer
37945,Suzette,Butterworth,1994-02-19,Senior Engineer
236827,Almudena,Rijckaert,1994-02-16,Engineer
272860,Minghong,Candan,1994-02-10,Assistant Engineer
488752,Nimmagadda,Baja,1994-02-09,Senior Staff
288560,Yifei,Birjandi,1994-02-07,Senior Staff
278239,Boaz,Bottner,1994-02-06,Staff
221435,Djenana,Marrevee,1994-02-06,Senior Engineer
22451,Jasminko,Bresenham,1994-01-19,Senior Staff
482335,Kwangyoen,Peck,1994-01-16,Engineer
265794,Miquel,Halloran,1994-01-14,Senior Staff
52599,Augustine,Mungall,1994-01-13,Engineer
83289,Shigeichiro,Engelmann,1994-01-09,Engineer
418606,Michaela,Otillio,1994-01-05,Engineer
408114,Geoffrey,Ladret,1994-01-03,Engineer
15413,Arvin,Rabejac,1994-01-01,Engineer
43733,Huei,Boguraev,1993-12-31,Senior Staff
249799,Jolita,Neimat,1993-12-27,Senior Engineer
252392,Sanjeeva,Peron,1993-12-26,Senior Engineer
408953,Jolita,Claffy,1993-12-24,Senior Engineer
492000,Valeska,Cools,1993-12-16,Staff
259718,Stepehn,Bouloucos,1993-12-13,Senior Staff
46943,Pasqua,Maraist,1993-12-06,Engineer
80203,Shakhar,Baik,1993-12-01,Staff
95416,Gianluca,Ramaiah,1993-11-29,Engineer
27767,Tooru,Veldwijk,1993-11-21,Senior Staff
459172,Val,Rissanen,1993-11-20,Assistant Engineer
212093,Leni,Henders,1993-11-19,Senior Staff
58384,Mariusz,Vural,1993-11-14,Engineer
429249,Alassane,Wolniewicz,1993-11-09,Engineer
400780,Poornachandra,Asser,1993-11-07,Engineer
56682,Roded,Picco,1993-11-06,Assistant Engineer
20500,Christoph,Trystram,1993-10-15,Senior Staff
486956,Matt,Ruemmler,1993-10-14,Engineer
42950,Shaleah,Eickenmeyer,1993-10-09,Senior Staff
72640,Honglan,Hutton,1993-10-04,Engineer
432399,Nitsan,Nollmann,1993-09-29,Engineer
468773,Baziley,Brookner,1993-09-22,Senior Engineer
24205,Roddy,Rubsam,1993-09-19,Senior Engineer
469253,Baruch,Basawa,1993-09-17,Senior Engineer
12155,Keiichiro,Glinert,1993-09-16,Engineer
256888,Heather,Pehl,1993-09-15,Staff
86354,Ronghao,Segond,1993-09-13,Senior Engineer
433438,Keiichiro,Miyakawa,1993-09-12,Senior Staff
214391,Rayond,Klassen,1993-09-11,Senior Staff
217320,Abdelwaheb,Denis,1993-09-10,Engineer
496978,Danco,Debuse,1993-09-10,Senior Staff
32552,Atreye,Stanger,1993-09-10,Assistant Engineer
282333,Nahla,Serdy,1993-09-09,Staff
468417,Kamakshi,Huhdanpaa,1993-08-26,Engineer
61541,Kasidit,Papsdorf,1993-08-17,Engineer
217026,Otmar,Engberts,1993-08-16,Senior Staff
226216,Giordano,Gini,1993-08-14,Technique Leader
266644,Anwar,Gubsky,1993-08-09,Senior Staff
222354,Valdiodio,Schlumberger,1993-08-07,Engineer
274813,Yefim,Pettey,1993-08-07,Staff
31207,Abdelwaheb,Dulin,1993-08-05,Senior Engineer
92841,Claude,Candan,1993-08-04,Senior Staff
10933,Juyoung,Seghrouchni,1993-08-02,Senior Engineer
428195,Hatsukazu,Rosca,1993-08-02,Senior Staff
281848,Parke,Staylopatis,1993-07-31,Engineer
68633,Chinhyun,Rassart,1993-07-29,Senior Engineer
213016,Yongmao,Fontan,1993-07-26,Engineer
263649,Mechthild,Zongker,1993-07-26,Senior Staff
24377,Lubomir,Wroclawski,1993-07-25,Engineer
55640,Adit,Syrotiuk,1993-07-16,Engineer
287327,Youjian,Felder,1993-07-15,Senior Staff
272599,Holgard,Hegner,1993-07-15,Staff
249780,Nechama,Gaughan,1993-07-09,Engineer
467176,Przemyslawa,Borovoy,1993-06-18,Senior Staff
430054,Erzsebet,Setiz,1993-06-10,Senior Engineer
77815,Ronghao,Picaronny,1993-06-09,Assistant Engineer
48882,Leen,Lamparter,1993-06-07,Engineer
293154,Syozo,Maliniak,1993-06-06,Senior Staff
276186,Sajjad,Vecchi,1993-06-02,Senior Staff
86213,Kristine,Clemencon,1993-06-01,Senior Staff
214215,Xiaoqiang,Cardazo,1993-05-28,Senior Staff
487008,Zhigen,Raney,1993-05-26,Senior Staff
265521,Kensei,Salverda,1993-05-25,Engineer
53431,Sham,Vasanthakumar,1993-05-24,Senior Staff
418380,Kazuhiko,Gornas,1993-05-20,Senior Engineer
464284,Huiqun,Henders,1993-05-19,Senior Staff
241254,Jagoda,Anguita,1993-05-11,Senior Engineer
253893,Huiqun,Trystram,1993-05-10,Senior Engineer
97661,Avishai,Hegner,1993-05-08,Staff
453913,Stein,Perng,1993-04-29,Staff
476361,Doohun,Preusig,1993-04-28,Technique Leader
497174,Sanjiv,Bressoud,1993-04-27,Engineer
289909,Hilari,Vecchio,1993-04-24,Senior Staff
461801,Sumali,Cooman,1993-04-18,Staff
239415,Susumu,Brender,1993-04-17,Engineer
413098,Hsiangchu,Taubenfeld,1993-04-17,Staff
431576,Masamitsu,Back,1993-04-12,Staff
203946,Yefim,Marwedel,1993-03-30,Senior Staff
206836,Guadalupe,Pfau,1993-03-22,Staff
73076,Froduald,Feldhoffer,1993-03-16,Senior Engineer
488693,Jiong,Zultner,1993-03-10,Senior Engineer
450184,Selwyn,Henseler,1993-03-09,Senior Engineer
476055,Girolamo,Schlumberger,1993-03-07,Senior Staff
61873,Woody,Rusmann,1993-02-26,Assistant Engineer
414027,Tadanori,Msuda,1993-02-20,Senior Engineer
251233,Yucel,Bernini,1993-02-19,Engineer
33215,Steen,Fasbender,1993-02-14,Technique Leader
232723,Tesuya,Bugrara,1993-02-13,Assistant Engineer
228766,Nahla,Smailagic,1993-02-12,Engineer
264626,Noritoshi,Bakhtari,1993-02-03,Senior Staff
31188,Leandro,Gist,1993-02-03,Technique Leader
59966,Steen,Salvesen,1993-02-03,Technique Leader
53278,Premsyl,Lortz,1993-02-01,Senior Staff
92920,Huei,Hutter,1993-01-28,Senior Engineer
435305,Berthier,Pramanik,1993-01-23,Senior Staff
275444,Limsoon,Leppanen,1993-01-21,Engineer
235729,Henk,Anger,1993-01-19,Senior Staff
17206,Berry,DeMori,1992-12-27,Engineer
220625,Shigenori,Deville,1992-12-24,Technique Leader
40765,Michaela,Ramsak,1992-12-21,Senior Staff
236566,Yechezkel,Maginnis,1992-12-11,Staff
247089,Seongbae,Schahn,1992-12-10,Senior Staff
445950,Ebru,Valtorta,1992-12-09,Engineer
287713,Aamod,Ranka,1992-12-07,Senior Staff
222311,Miyeon,Billingsley,1992-12-05,Senior Engineer
251341,Divier,Kumaresan,1992-12-05,Staff
447018,Dannz,Miara,1992-12-04,Engineer
106096,Naftali,Schurmann,1992-12-02,Senior Engineer
56209,Remzi,Douceur,1992-12-01,Engineer
418860,Ymte,Dalton,1992-11-22,Staff
483825,Marek,Mitchem,1992-11-20,Senior Engineer
469735,Arif,Stranks,1992-11-16,Senior Engineer
488984,Kendra,Junet,1992-11-12,Senior Staff
465501,Mrinalini,Gire,1992-11-09,Senior Staff
284717,Gal,Ranta,1992-11-07,Senior Engineer
108198,Randi,Samarati,1992-10-20,Staff
265039,Navid,Staudhammer,1992-10-18,Senior Staff
235325,Gro,Prochazka,1992-10-16,Senior Engineer
89207,Along,Erol,1992-10-16,Senior Staff
429087,Hugh,Senzako,1992-10-15,Technique Leader
440937,Fabrizio,Usery,1992-10-13,Senior Staff
410433,Kazuhisa,Riesenhuber,1992-10-06,Senior Engineer
435602,Dietrich,Kranzdorf,1992-10-04,Senior Staff
222998,Leaf,Awdeh,1992-10-02,Staff
446897,Takahiro,Dalton,1992-09-30,Technique Leader
240438,Temple,Cyre,1992-09-30,Senior Staff
29954,Pranay,Giarratana,1992-09-29,Senior Engineer
217286,Yannik,Spelt,1992-09-22,Technique Leader
279280,Niranjan,Debuse,1992-09-21,Engineer
200735,Dinah,Denos,1992-09-21,Staff
62046,Karlis,Nanard,1992-09-19,Engineer
478833,Pradeep,Valiente,1992-09-19,Senior Engineer
201708,Anneli,Perl,1992-09-08,Staff
429569,Fumiya,Chappelet,1992-09-03,Assistant Engineer
52770,Shugo,Yurek,1992-08-28,Senior Staff
416492,Kannan,Meriste,1992-08-12,Senior Engineer
104988,Parviz,Litzler,1992-08-08,Senior Engineer
296303,Mariangiola,Heyers,1992-08-04,Technique Leader
491596,Charmane,Pargas,1992-08-03,Engineer
239664,Sugwoo,Michaels,1992-08-02,Engineer
427852,Adil,Kieras,1992-07-20,Senior Engineer
443841,Shaw,Kading,1992-07-16,Senior Staff
235458,Gio,Heuser,1992-06-28,Staff
36982,Kotesh,Rajala,1992-06-23,Engineer
109062,Jamaludin,Kandlur,1992-06-19,Senior Engineer
251645,Bezalel,Tsunoo,1992-06-17,Senior Staff
104845,Werner,Lodder,1992-06-17,Staff
489756,Kersti,Miculan,1992-06-09,Senior Staff
410804,Ronnie,Denos,1992-06-08,Engineer
453644,Berni,Takkinen,1992-06-08,Staff
429532,Bartek,Vendrig,1992-06-06,Staff
207779,Chinya,Kamble,1992-05-31,Senior Staff
459429,Mohit,Verhaegen,1992-05-27,Staff
450934,Chanjung,Raoux,1992-05-25,Engineer
81105,Jaewon,Boissier,1992-05-24,Engineer
436558,Subir,Greibach,1992-05-24,Senior Engineer
108316,Shai,Stellhorn,1992-05-21,Senior Engineer
48947,Filipp,Akaboshi,1992-05-20,Senior Staff
239803,Oscal,Ernst,1992-05-19,Staff
473299,Khaled,Penn,1992-05-19,Senior Staff
71745,Adil,Laventhal,1992-05-13,Assistant Engineer
473490,Pantung,Reeker,1992-05-11,Senior Staff
435181,Kazuhide,Fiutem,1992-05-10,Senior Staff
259619,Conal,Magliocco,1992-05-09,Senior Staff
411082,Martine,Cangellaris,1992-04-28,Senior Engineer
225438,Remmert,Quaggetto,1992-04-28,Senior Staff
413729,Harjit,Ernst,1992-04-26,Technique Leader
473268,Hugo,Sgarro,1992-04-24,Senior Staff
100916,Heejo,Aamodt,1992-04-22,Engineer
92438,Aria,Kilgore,1992-04-11,Engineer
254044,Gunilla,Brendel,1992-04-10,Senior Engineer
262636,Tamiya,Reutenauer,1992-04-10,Senior Engineer
103756,Heping,Halloran,1992-04-08,Assistant Engineer
76201,Arif,Preusig,1992-04-02,Senior Engineer
68648,Jaques,DiGiano,1992-04-01,Technique Leader
261990,Volkmar,Czaja,1992-04-01,Senior Staff
435774,Olivera,Bharadwaj,1992-04-01,Senior Staff
201915,Sudharsan,DeMori,1992-03-30,Engineer
107792,Shahab,Crooks,1992-03-18,Staff
442002,Ravishankar,Baig,1992-03-17,Staff
240870,Francesca,Chorvat,1992-03-17,Staff
93040,Jaques,Kabayashi,1992-03-13,Senior Engineer
77303,Xinglin,Birge,1992-03-05,Senior Staff
258643,Przemyslawa,Esposito,1992-02-27,Engineer
455175,Soenke,Zaumen,1992-02-22,Senior Staff
71141,Sajjad,Vitiello,1992-02-17,Senior Staff
426818,Gaurav,Fendler,1992-02-15,Senior Staff
247122,Xiaobin,Narlikar,1992-02-14,Staff
39301,Rimon,Kawashima,1992-02-06,Senior Staff
229981,Jamaludin,Fordan,1992-02-06,Engineer
491079,Kwangsub,Keirsey,1992-02-04,Senior Engineer
294527,Ashish,Candan,1992-02-02,Senior Staff
218022,Mokhtar,Poupard,1992-02-02,Technique Leader
457813,Foong,Gargeya,1992-01-24,Senior Engineer
10762,Lech,Himler,1992-01-21,Senior Staff
294144,Takanari,Ermel,1992-01-11,Staff
278536,Munenori,Shobatake,1992-01-10,Staff
202414,Zvonko,Murthy,1992-01-07,Senior Staff
21909,Mohammed,Brizzi,1991-12-28,Senior Staff
200789,Susumu,Camurati,1991-12-15,Senior Staff
481213,Shigehiro,Haldar,1991-12-14,Senior Staff
284856,Moto,Kobara,1991-12-12,Senior Engineer
450936,Yuriy,Ponthieu,1991-12-11,Senior Staff
40269,Toshiki,Ghazalie,1991-12-05,Senior Staff
284300,Ishfaq,Mahmud,1991-11-29,Staff
440435,Sandeepan,Rosti,1991-11-26,Senior Engineer
413831,Mohamadou,Grabner,1991-11-25,Staff
202552,Morris,Saoudi,1991-11-22,Senior Engineer
288606,Susumu,Swiss,1991-11-15,Staff
109741,Hatem,Fadgyas,1991-11-13,Senior Engineer
25488,Ingmar,Basawa,1991-11-09,Senior Staff
478768,Arun,Katzenelson,1991-10-28,Senior Engineer
482944,Duke,Journel,1991-10-26,Staff
56415,Sigeru,Nivat,1991-10-24,Senior Staff
275263,Vojin,Laventhal,1991-10-18,Engineer
477969,Bluma,Mundy,1991-10-18,Senior Engineer
260153,Mingdong,Baar,1991-10-14,Technique Leader
219497,Moie,Zastre,1991-10-11,Technique Leader
21181,Jianhui,Cangellaris,1991-10-06,Assistant Engineer
230002,Tadahiro,Backhouse,1991-10-02,Senior Engineer
492217,Heekeun,Verhaegen,1991-09-28,Senior Engineer
51057,Theirry,Albarhamtoshy,1991-09-27,Senior Staff
438264,Rasikan,Barreiro,1991-09-27,Senior Staff
205085,Moni,Kornyak,1991-09-26,Technique Leader
74200,Holgard,Weiland,1991-09-24,Senior Engineer
478007,Fumino,Narahara,1991-09-21,Engineer
416720,Tokuyasu,Xiaoshan,1991-09-19,Senior Engineer
423204,Uma,Stranks,1991-09-13,Staff
428082,Ronghao,Alpin,1991-09-11,Staff
482905,Aral,Hebden,1991-09-10,Senior Staff
235017,Irena,Dratva,1991-09-07,Senior Staff
60821,Moty,Mersereau,1991-09-03,Senior Staff
13499,Kazuhiko,Sidou,1991-09-01,Technique Leader
95314,Rasiah,Koblick,1991-08-21,Senior Staff
47702,Juyoung,Vieri,1991-08-12,Senior Staff
230354,Yinghua,Lorho,1991-08-09,Staff
89590,Guther,Rothenberg,1991-08-08,Senior Staff
430891,Khalil,Gien,1991-08-06,Senior Engineer
466603,Yechezkel,Nourani,1991-08-01,Staff
493031,Hironoby,Jakobus,1991-07-30,Senior Staff
244308,Mokhtar,Rebaine,1991-07-23,Senior Staff
419953,Ung,Orlowski,1991-07-22,Staff
455814,Giao,DuCasse,1991-07-19,Engineer
445723,Gaurav,Roison,1991-07-12,Senior Staff
90077,Vivian,Guerreiro,1991-07-08,Assistant Engineer
203474,Hugh,Jonsson,1991-07-06,Senior Staff
104133,Pranjal,Zyda,1991-07-03,Staff
488142,Denis,Narlikar,1991-07-01,Senior Staff
267059,Moie,Tempesti,1991-06-29,Senior Staff
18810,Taiji,Jarecki,1991-06-27,Engineer
270794,Dannz,Zhang,1991-06-26,Senior Staff
451253,Jaihie,Ozeri,1991-06-21,Staff
99377,Carrsten,Francisci,1991-06-16,Senior Engineer
229391,Paloma,Henseler,1991-06-11,Engineer
446306,Hercules,Kabayashi,1991-06-10,Senior Engineer
249969,Georgi,Luiz,1991-06-10,Senior Engineer
442312,Zengping,Cusworth,1991-06-07,Engineer
433260,Make,Olivero,1991-06-01,Engineer
14075,Denny,Tchuente,1991-05-30,Assistant Engineer
238112,Miomir,Frezza,1991-05-25,Technique Leader
80948,Harjit,Bardell,1991-05-24,Engineer
435370,Conal,Basart,1991-05-17,Senior Staff
49119,Lena,Peek,1991-05-16,Engineer
234195,Luerbio,Terkki,1991-05-14,Senior Staff
35793,Oscar,Kusalik,1991-05-11,Senior Staff
478799,Shaw,Borovoy,1991-05-11,Senior Staff
296687,Palash,Spieker,1991-05-11,Senior Staff
34452,Naftaly,Foong,1991-05-10,Engineer
494019,Morrie,Iisaku,1991-05-06,Staff
222952,Gopalakrishnan,Suermann,1991-04-30,Engineer
109252,Moty,Winter,1991-04-28,Technique Leader
453070,Aran,Rosenbaum,1991-04-25,Senior Staff
451272,Jacopo,Krohm,1991-04-24,Engineer
247875,Xiong,Anick,1991-04-23,Senior Staff
82098,Poornachandra,Wilharm,1991-04-20,Engineer
404755,Manu,Junet,1991-04-20,Staff
65883,Patricia,Pepe,1991-04-19,Senior Staff
69867,Miyeon,Rothe,1991-04-09,Senior Staff
276184,Mari,Swick,1991-04-08,Senior Staff
426235,Danco,Rajala,1991-03-29,Senior Staff
20129,Rafael,Skafidas,1991-03-28,Engineer
266249,Sumant,Nishimukai,1991-03-28,Senior Staff
233765,Kotesh,Chachaty,1991-03-25,Senior Engineer
31341,Oksana,Zultner,1991-03-23,Senior Staff
244711,Rosli,Butner,1991-03-20,Assistant Engineer
101902,Mantis,Millington,1991-03-18,Senior Staff
212154,Sailaja,Holburn,1991-03-04,Senior Staff
286026,Utpal,Zaumen,1991-02-25,Senior Staff
454994,Mohan,Picht,1991-02-24,Senior Engineer
299346,Fumitake,Sichman,1991-02-21,Senior Staff
275994,Uma,Prampolini,1991-02-21,Engineer
287984,Troy,Kobuchi,1991-02-12,Engineer
34936,Bokyung,Stamatiou,1991-02-12,Technique Leader
480178,Uinam,Rahier,1991-02-10,Senior Staff
101487,Abdelaziz,Sury,1991-01-31,Staff
450475,Saeed,Bahl,1991-01-29,Senior Staff
65539,Aksel,Picaronny,1991-01-27,Engineer
288893,Bedrich,Rosenbaum,1991-01-27,Engineer
53924,Arnould,Gaughan,1991-01-23,Engineer
27331,Wanqing,Krohm,1991-01-22,Senior Staff
207204,Kellie,Schrooten,1991-01-17,Assistant Engineer
79171,Guiseppe,Ellozy,1991-01-12,Senior Engineer
89161,Conal,Yetto,1991-01-12,Staff
277362,Uzi,Kugler,1991-01-12,Senior Staff
264322,Leandro,Swist,1991-01-06,Senior Staff
469366,Aiman,Wilfing,1990-12-30,Engineer
34261,Kyoichi,Callaway,1990-12-30,Senior Staff
273858,Gunilla,Matzen,1990-12-28,Senior Staff
216921,Lena,Lenart,1990-12-25,Senior Staff
228554,Bilhanan,Brendel,1990-12-23,Senior Staff
15050,Nikolaos,Kruskal,1990-12-17,Engineer
447982,Shiv,Baezner,1990-12-17,Engineer
447931,Martijn,Jeong,1990-12-14,Senior Staff
264030,Zdislav,Solares,1990-12-14,Engineer
263645,Mingsen,Lally,1990-12-04,Senior Engineer
64532,Atilio,Segond,1990-11-29,Engineer
444070,Heping,Skrikant,1990-11-27,Senior Staff
49017,Filipp,Flanders,1990-11-26,Engineer
207980,Remko,Vieth,1990-11-22,Senior Staff
261737,Mark,Lindqvist,1990-11-22,Senior Engineer
82928,Alselm,Rikino,1990-11-16,Engineer
22455,Barry,Unno,1990-11-16,Senior Staff
68416,Munenori,Debuse,1990-11-08,Senior Engineer
452956,Gou,Thombley,1990-11-07,Senior Engineer
221367,Saddek,Farris,1990-11-06,Senior Staff
436797,Ohad,Henders,1990-11-03,Senior Staff
204764,Susanne,Mandelberg,1990-11-02,Senior Engineer
268191,LiMin,Teitelbaum,1990-11-01,Engineer
481050,Weiru,Burnard,1990-10-15,Senior Staff
472238,Jungsoon,Gubsky,1990-10-09,Senior Engineer
204425,Gretta,Huttel,1990-10-08,Senior Engineer
241100,Cedric,Molenaar,1990-10-06,Senior Engineer
205863,Aiichiro,Kusalik,1990-10-04,Engineer
100865,Hisao,Peral,1990-10-03,Senior Engineer
290075,Boalin,Byoun,1990-10-01,Senior Staff
477578,Marit,Paludetto,1990-09-30,Engineer
210017,Shalesh,Lovengreen,1990-09-29,Staff
488788,Wuxu,Garigliano,1990-09-21,Senior Staff
463099,Jinxi,Schmiedel,1990-09-21,Senior Staff
497340,Fayez,Keohane,1990-09-19,Senior Staff
35441,Chandrasekaran,Peek,1990-09-17,Engineer
32347,Terresa,Peres,1990-09-15,Senior Staff
97623,Haldon,Janetzko,1990-09-11,Staff
232697,Barry,Ramsak,1990-09-07,Engineer
287983,Randi,Munos,1990-09-07,Senior Staff
70469,Tru,Miyakawa,1990-09-03,Senior Staff
480035,Sukumar,Georg,1990-08-26,Staff
